1113, CHRISTY, CARROLL, 1956
1114, PEDRO, TOWNSEND, 1984
1115, DIANA, OLIVER, 1952
1116, MIKE, RODGERS, 1987
1117, ROBERTO, RIVAS, 1961
1118, MARY, PRICE, 1975
1119, RICHARD, GUERRA, 1960
112, SUSAN, INGRAM, 1967
1120, COLLEEN, BOYLE, 1970
1121, JUANITA, WISE, 2007
1122, BARBARA, SCHULTZ, 1968
1123, PETER, BERGER, 2005
1124, KAY, ROMAN, 2011
1125, LYDIA, FREDERICK, 2006
1126, BERTHA, HUBER, 1998
1127, CHARLENE, BRADY, 2008
1128, HENRY, BENTLEY, 1994
1129, TYLER, ZAMORA, 2011
113, JOSHUA, SHIELDS, 1979
1130, DARYL, TATE, 2001
1131, LAURA, PAUL, 1984
1132, DAVID, ONEILL, 1962
1133, VELMA, HUNTER, 1950
1134, LEONARD, WEST, 1987
1135, RICKY, ARNOLD, 2001
1136, BYRON, WALLS, 1997
1137, MARCIA, STEVENSON, 1951
1138, SARA, WINTERS, 1981
1139, JOEL, THOMPSON, 1977
114, DIANA, WOOD, 1977
1140, LANCE, WARD, 1994
1141, KRISTINA, CRANE, 2011
1142, EARL, SARGENT, 1965
1143, SHANNON, MARQUEZ, 1992
1144, MAXINE, CHASE, 1952
1145, RACHEL, SHELTON, 1957
1146, LARRY, JOSEPH, 2001
1147, JOY, CERVANTES, 1992
1148, EVELYN, KIDD, 1963
1149, MARIA, SYKES, 1961
115, MISTY, COOK, 1992
1150, AMBER, BYRD, 1987
1151, NICOLE, COFFEY, 2002
1152, VANESSA, ROBERSON, 2000
1153, GWENDOLYN, HESTER, 1971
1154, BYRON, SAMPSON, 1993
1155, MAUREEN, CAREY, 2007
1156, PENNY, MORAN, 1989
1157, STELLA, COX, 2008
1158, WILLIE, AYERS, 1983
1159, PRISCILLA, ESTRADA, 2012
116, NATHAN, JARVIS, 1958
1160, DWAYNE, MCCALL, 1957
1161, COLLEEN, WILSON, 1989
1162, RODNEY, CARRILLO, 1981
1163, ANA, FOWLER, 1994
1164, REGINALD, MCCULLOUGH, 1983
1165, ARLENE, WADE, 1986
1166, JOHN, BLACKBURN, 1999
1167, ISAAC, HOLCOMB, 1952
1168, MICHELE, ROGERS, 1996
1169, LENA, KNIGHT, 2005
117, HECTOR, KIRBY, 2008
1170, SAMUEL, CLEMONS, 1993
1171, LUCY, FULTON, 1981
1172, JUDITH, STEWART, 2004
1173, DUSTIN, MCCONNELL, 1995
1174, EVERETT, HARRISON, 1957
1175, WANDA, BRENNAN, 2002
1176, PATRICIA, STONE, 1962
1177, CARLA, ESPINOZA, 2002
1178, CLIFTON, MCGUIRE, 2004
1179, KEVIN, GUTHRIE, 1954
118, ANDY, NUNEZ, 1975
1180, KENNETH, KAUFMAN, 1977
1181, WILLIE, MORGAN, 1967
1182, RANDY, DUNLAP, 1968
1183, KIM, PETERSON, 1979
1184, TRACY, MCCORMICK, 2007
1185, ANNE, KIRBY, 1994
1186, DOROTHY, CONTRERAS, 2002
1187, TARA, GAMBLE, 1952
1188, OSCAR, HANSON, 1968
1189, JENNIFER, CALLAHAN, 1954
119, CODY, STEPHENSON, 1952
1190, LEONARD, MERRILL, 2013
1191, ALMA, DALTON, 1975
1192, MICHEAL, GOODWIN, 1974
1193, MATTHEW, PACE, 2012
1194, SARA, DIXON, 2001
1195, JAY, MCFADDEN, 1963
1196, JENNY, FRANKLIN, 1983
1197, JUNE, SIMPSON, 1972
1198, SHERRI, MAYO, 1967
1199, RANDALL, BRYAN, 1999
12, ANA, RIVERA, 1962
120, FRED, FREDERICK, 2011
1200, APRIL, TRAVIS, 1986
1201, LUIS, ENGLISH, 1998
1202, JILL, SMALL, 1950
1203, VINCENT, SOSA, 1990
1204, IDA, BEASLEY, 1990
1205, DAVE, KLEIN, 1964
1206, MARSHALL, HERRERA, 1951
1207, GWENDOLYN, THORNTON, 1989
1208, ROY, TANNER, 1996
1209, TERESA, MEJIA, 1953
121, KATIE, NOEL, 1963
1210, FRANCISCO, MCCOY, 1999
1211, BERNICE, ROSA, 1974
1212, MAXINE, HARDING, 1976
1213, BERTHA, RHODES, 2004
1214, MARLENE, MANN, 1985
1215, ALVIN, MCCORMICK, 1970
1216, VICKI, HUDSON, 1989
1217, WAYNE, RANDOLPH, 1953
1218, WILLIAM, ATKINS, 1990
1219, RONALD, CHRISTENSEN, 1988
122, TANYA, CORTEZ, 2002
1220, FRANKLIN, PAUL, 2003
1221, DARREN, KEMP, 1999
1222, NANCY, DURAN, 1998
1223, CHARLIE, MCPHERSON, 1998
1224, TERESA, GUERRA, 1986
1225, MARLENE, CARR, 2005
1226, MAURICE, DENNIS, 1965
1227, LORRAINE, DICKERSON, 1978
1228, JOYCE, MOSLEY, 1955
1229, DAVID, BURKS, 1986
123, ALMA, VAZQUEZ, 1963
1230, TED, SPENCER, 1957
1231, FRANCES, THORNTON, 1951
1232, JENNIFER, BECKER, 1960
1233, MARSHA, SHANNON, 2006
1234, PEARL, SLOAN, 1987
1235, DIANE, KOCH, 2012
1236, JEAN, CALLAHAN, 2012
1237, ERNEST, KELLY, 1994
1238, BESSIE, MERRITT, 2010
1239, VIOLET, MILES, 1961
124, BRITTANY, MACK, 2009
1240, KATHRYN, PHELPS, 1990
1241, LYDIA, PENNINGTON, 1960
1242, TERRENCE, KAUFMAN, 1974
1243, HUGH, ROBINSON, 1976
1244, SHERRY, LANDRY, 1953
1245, GLENN, HOUSTON, 2007
1246, DONALD, MASSEY, 1965
1247, TARA, AGUILAR, 2003
1248, ELIZABETH, HOLDEN, 2013
1249, FERNANDO, LEACH, 1961
125, THELMA, PATE, 2005
1250, NATALIE, FLYNN, 1992
1251, DUSTIN, GRANT, 2002
1252, BRENT, OCONNOR, 1972
1253, VELMA, HENSLEY, 1997
1254, JOE, HARRINGTON, 1959
1255, ERIKA, BRIGHT, 1999
1256, ANGELA, RHODES, 1966
1257, PRISCILLA, PATEL, 1984
1258, MISTY, PRINCE, 1999
1259, TERRI, MALONE, 1987
126, EDGAR, POTTER, 1975
1260, CARL, BURTON, 1958
1261, LESLIE, DOTSON, 1995
1262, IRMA, ODONNELL, 1967
1263, BILL, SNIDER, 1969
1264, CLAYTON, CABRERA, 2006
1265, BRETT, EDWARDS, 1981
1266, MELVIN, NGUYEN, 1975
1267, PHILIP, SHAFFER, 1990
1268, TERRY, RAY, 1970
1269, EDDIE, SOSA, 1977
127, LEWIS, EVERETT, 1954
1270, LARRY, DELEON, 1953
1271, ANDREA, BRADLEY, 1974
1272, BONNIE, DELACRUZ, 1961
1273, PATRICK, ACEVEDO, 1967
1274, MATTIE, MILES, 1969
1275, KRISTIN, SANFORD, 1980
1276, JENNIFER, HODGES, 2006
1277, BENJAMIN, BLAKE, 1997
1278, DAISY, FUENTES, 1987
1279, VIRGINIA, MCCORMICK, 2003
128, DANA, SOLOMON, 1955
1280, ERIC, CHERRY, 1957
1281, DERRICK, MORIN, 2003
1282, SHELLY, SILVA, 1991
1283, IVAN, RANDOLPH, 2001
1284, BERTHA, HAWKINS, 1953
1285, DORA, STEPHENS, 2006
1286, CLAUDE, GREER, 1950
1287, JOHNNIE, MOSES, 1988
1288, NORMAN, WASHINGTON, 1952
1289, ANNA, MACIAS, 2006
129, ANNE, BUTLER, 1956
1290, MARTHA, FAULKNER, 2004
1291, ALBERTO, BEST, 1982
1292, HAZEL, UNDERWOOD, 2006
1293, CARLA, BRYAN, 1986
1294, ALAN, WHEELER, 1996
1295, VIVIAN, WALKER, 1966
1296, SALLY, HUTCHINSON, 2012
1297, BRENDA, STEVENS, 2002
1298, TROY, BARRON, 1956
1299, LEWIS, HOLMES, 1957
13, ARNOLD, ELLIS, 1971
130, CASSANDRA, BENDER, 2007
1300, ALLISON, SANDOVAL, 2005
1301, STEVE, WINTERS, 1987
1302, KRISTIN, WINTERS, 1997
1303, JULIO, FORBES, 1967
1304, TAMARA, TODD, 1997
1305, ERIN, HARMON, 2003
1306, VERNON, GENTRY, 1959
1307, GRACE, LOWERY, 1951
1308, YOLANDA, CALHOUN, 1975
1309, AARON, HINES, 1962
131, PEGGY, MCDONALD, 1950
1310, TERRENCE, BARNES, 1990
1311, SHARON, LIVINGSTON, 1963
1312, LORETTA, BENSON, 1976
1313, JACQUELINE, HATFIELD, 2002
1314, REGINA, HOPKINS, 1980
1315, JEFF, MCCONNELL, 1950
1316, LUCY, GARNER, 2003
1317, VIOLA, CONRAD, 1978
1318, RONALD, DOWNS, 1995
1319, WAYNE, WALKER, 1957
132, PEARL, HURLEY, 1961
1320, SHEILA, ABBOTT, 2005
1321, NATHAN, MELENDEZ, 1969
1322, SHERRY, LYNCH, 1985
1323, DONALD, CARPENTER, 1984
1324, ERIKA, HEWITT, 2013
1325, LORETTA, MCINTOSH, 2005
1326, MILDRED, MENDOZA, 1984
1327, JOANNE, PRINCE, 1988
1328, STACY, LOWE, 1958
1329, CASEY, BERRY, 2013
133, TERRENCE, TRAN, 1971
1330, CATHERINE, OWEN, 1987
1331, MYRTLE, STEWART, 2002
1332, DELORES, HOWE, 1964
1333, LOIS, LLOYD, 2008
1334, JILL, MCGOWAN, 1986
1335, RALPH, DAVIDSON, 1963
1336, ROBERTO, JORDAN, 1980
1337, SERGIO, CONLEY, 2005
1338, JOSEPHINE, BURT, 1960
1339, PAULINE, ANDERSON, 1984
134, KELLY, BRUCE, 1970
1340, ERIC, SHAFFER, 2003
1341, LAURIE, DEAN, 1988
1342, GABRIEL, POWERS, 1961
1343, MARY, COCHRAN, 2009
1344, EARL, LUCAS, 2013
1345, CONSTANCE, WEAVER, 1978
1346, DAISY, SNIDER, 1982
1347, CLAIRE, REESE, 1952
1348, FREDERICK, PADILLA, 2009
1349, OSCAR, JOYCE, 1991
135, DEREK, PERRY, 2011
1350, CLARA, SILVA, 1991
1351, SUSAN, SLATER, 1991
1352, HEATHER, TILLMAN, 1969
1353, HOLLY, SINGLETON, 1972
1354, ELSIE, MCDOWELL, 2010
1355, MARSHA, KEMP, 1954
1356, PRISCILLA, GOODWIN, 1980
1357, JANET, LEVY, 2004
1358, MARGIE, BOYLE, 2006
1359, CATHY, MUNOZ, 1987
136, TED, HICKMAN, 1990
1360, MATHEW, MOSLEY, 1983
1361, KATRINA, MCCRAY, 1976
1362, SYLVIA, BENJAMIN, 1975
1363, RITA, PECK, 2012
1364, JAVIER, RICHARDSON, 1999
1365, DEBBIE, WILLIS, 2001
1366, ANNE, SIMMONS, 1985
1367, VALERIE, HARTMAN, 2010
1368, BETTY, WALTON, 1968
1369, KRISTIN, WHITAKER, 1960
137, ANGEL, MCCULLOUGH, 1999
1370, CLAUDE, AYALA, 1953
1371, BRIAN, HENSLEY, 1973
1372, CLARA, KIRK, 1953
1373, BARBARA, MARTINEZ, 1967
1374, RAMON, MARSH, 2008
1375, ADRIAN, KNOWLES, 2005
1376, ARMANDO, CORTEZ, 1983
1377, SERGIO, BRENNAN, 1999
1378, MANUEL, ROMERO, 1969
1379, TERRY, HINES, 2009
138, BRAD, WATTS, 2010
1380, DAISY, PERRY, 1976
1381, REBECCA, REID, 1969
1382, MONICA, GOMEZ, 1988
1383, RODNEY, MCGOWAN, 1992
1384, ALBERT, SARGENT, 1986
1385, STACEY, OSBORNE, 2004
1386, MYRTLE, ROBLES, 1981
1387, ESTHER, SNOW, 2006
1388, DEANNA, HORN, 2009
1389, MICHELLE, FRANKS, 1951
139, CLIFTON, KEMP, 1993
1390, HERMAN, BRAY, 2012
1391, ELAINE, SMITH, 1996
1392, EDWIN, HATFIELD, 1951
1393, DUSTIN, MCDOWELL, 2008
1394, LYNN, WHITFIELD, 1959
1395, ANTONIO, BARBER, 1960
1396, WENDY, DOTSON, 1963
1397, STEPHEN, VANCE, 1967
1398, MELANIE, ALVAREZ, 1977
1399, MATHEW, DUNLAP, 2004
14, FLOYD, LYNCH, 2005
140, CASEY, ESTES, 1982
1400, KURT, CARTER, 1969
1401, WILLIE, ONEIL, 1991
1402, CASSANDRA, SANFORD, 1994
1403, ALBERTO, HOLT, 1952
1404, PAUL, PITTS, 1968
1405, RITA, PATTERSON, 1972
1406, EDITH, FERRELL, 1997
1407, NAOMI, KRAMER, 1951
1408, MELVIN, KING, 2003
1409, TOMMY, HUGHES, 2001
141, CHRISTINA, LANCASTER, 1971
1410, SETH, GILES, 2009
1411, DIANA, CALDERON, 1957
1412, MAX, RUSSO, 1996
1413, LEROY, DELANEY, 1952
1414, TIFFANY, WYNN, 2006
1415, AMANDA, NAVARRO, 1988
1416, HENRY, GRAHAM, 2003
1417, COLLEEN, MCKEE, 1983
1418, EILEEN, MCINTYRE, 1967
1419, RHONDA, HAYDEN, 1971
142, JANE, COBB, 2012
1420, EMMA, FERRELL, 1950
1421, RICK, BOWERS, 1977
1422, AMANDA, TALLEY, 1976
1423, EMILY, ORR, 1990
1424, DARYL, ONEILL, 1996
1425, KENT, VELASQUEZ, 1968
1426, VIRGINIA, WHEELER, 1998
1427, JESSICA, RUTLEDGE, 1992
1428, SANDRA, YATES, 1995
1429, ANGEL, COPELAND, 1967
143, JAMIE, BAKER, 1978
1430, DELORES, NOLAN, 1987
1431, BETTY, GAY, 1987
1432, PAULINE, MOSLEY, 2010
1433, JOE, FORBES, 1991
1434, ANDREW, MCCONNELL, 1959
1435, JUNE, BURGESS, 1970
1436, TERRY, BURT, 1995
1437, VICKIE, RILEY, 1975
1438, JOANN, CONRAD, 1981
1439, CARLA, CONWAY, 2012
144, EDWARD, JACOBS, 1987
1440, BOBBIE, LANG, 1999
1441, BRAD, LESTER, 1999
1442, EUGENE, GATES, 1954
1443, SUE, EATON, 1997
1444, CECIL, SWEET, 1984
1445, KEVIN, GRAVES, 1960
1446, CRAIG, DAVIS, 1970
1447, MARLENE, BROOKS, 1983
1448, WARREN, TYSON, 2007
1449, CYNTHIA, RAMIREZ, 2010
145, LARRY, RANDOLPH, 2013
1450, CHERYL, BURRIS, 1990
1451, FELIX, REYNOLDS, 2008
1452, ROSA, RIDDLE, 1999
1453, LEE, WOLFE, 1995
1454, JERRY, PECK, 1979
1455, GRACE, WARREN, 1966
1456, CLINTON, FERNANDEZ, 1999
1457, MELINDA, COBB, 1974
1458, DENISE, BALLARD, 2007
1459, NORMA, GOMEZ, 2013
146, ELSIE, FRANKLIN, 1973
1460, BETTY, BANKS, 1998
1461, ARMANDO, PACHECO, 1950
1462, JESSICA, SLATER, 1956
1463, LORETTA, RANDOLPH, 1978
1464, ERNEST, CARVER, 2003
1465, JOY, WATSON, 1958
1466, DAVID, CLAY, 1966
1467, LISA, SAVAGE, 1975
1468, SUZANNE, BARTLETT, 1982
1469, WALTER, DUDLEY, 1971
147, BEVERLY, BERGER, 1966
1470, GEORGE, ALLISON, 2003
1471, NATALIE, SARGENT, 1988
1472, JUSTIN, GROSS, 1977
1473, CARMEN, FRENCH, 2010
1474, ADAM, GONZALEZ, 1980
1475, VANESSA, CRUZ, 1991
1476, RAMONA, HARMON, 1978
1477, RHONDA, HENDERSON, 2009
1478, JUDY, ROCHA, 1973
1479, JOYCE, MEJIA, 1985
148, KATHRYN, PETERS, 2009
1480, SANDRA, COOLEY, 2012
1481, LUIS, PADILLA, 1988
1482, PATSY, HODGE, 1996
1483, ROBERTO, PARKS, 2011
1484, TINA, FOWLER, 2002
1485, JOE, HOWE, 1954
1486, DONALD, MARTINEZ, 1979
1487, HELEN, BUCKNER, 1998
1488, BECKY, GAINES, 1980
1489, ROLAND, STRONG, 1989
149, ALLAN, OLIVER, 1987
1490, ROSE, VILLARREAL, 2005
1491, ESTHER, LOWE, 1981
1492, LESTER, GOODWIN, 2006
1493, SHERRY, GLOVER, 1960
1494, AMY, ZIMMERMAN, 1999
1495, PAMELA, CLEMENTS, 1981
1496, SETH, MCLEAN, 1959
1497, KATHLEEN, PATTERSON, 1996
1498, JACK, DAVID, 1954
1499, ALBERTO, FRANCIS, 1960
15, TIMOTHY, JORDAN, 2000
150, NATHANIEL, SAMPSON, 1991
1500, MARC, WEBB, 1984
1501, DAISY, MCGUIRE, 1953
1502, VICKI, BENTON, 1996
1503, CLAYTON, PATRICK, 1977
1504, JACOB, BEACH, 1958
1505, ANNIE, STEPHENSON, 1999
1506, PEGGY, NICHOLSON, 2007
1507, ELAINE, DRAKE, 1959
1508, GAIL, CHANG, 1990
1509, ROBERTA, GORDON, 1971
151, JARED, PENNINGTON, 2003
1510, LESLIE, WOLFE, 1981
1511, HILDA, ROMERO, 2000
1512, JUANITA, LAMB, 1986
1513, LORETTA, PUGH, 1953
1514, JESSICA, ESTES, 2013
1515, ELIZABETH, HANCOCK, 2006
1516, ELAINE, SCHNEIDER, 1950
1517, BERNARD, KENNEDY, 1994
1518, ROBERT, HOUSE, 2003
1519, BOBBIE, MATHIS, 1999
152, NICHOLAS, POOLE, 1980
1520, ANGEL, ALLISON, 1973
1521, JANET, CHANDLER, 2008
1522, SEAN, MCCONNELL, 1976
1523, MARJORIE, MCKEE, 1979
1524, JAIME, GOLDEN, 1985
1525, GLEN, CHERRY, 1996
1526, NEIL, SULLIVAN, 2007
1527, BARBARA, BALLARD, 1984
1528, ALFRED, HERRERA, 1994
1529, NANCY, PUGH, 2005
153, DIANE, WEBB, 1957
1530, ANGELA, PRUITT, 2000
1531, MARILYN, HUNTER, 2010
1532, PETER, FRANKLIN, 1950
1533, MARIO, KNAPP, 2006
1534, BONNIE, LEE, 1990
1535, ALEXANDER, GLOVER, 1961
1536, JAIME, ROBERSON, 1979
1537, SCOTT, CONNER, 1965
1538, TINA, GUERRA, 1975
1539, JUDITH, BURNS, 1976
154, JOSHUA, ELLIS, 1977
1540, NICHOLAS, WYNN, 1982
1541, VELMA, BRYAN, 2012
1542, MISTY, ORTEGA, 1966
1543, ANDY, FRANK, 1978
1544, RON, MERRILL, 1989
1545, OSCAR, CRUZ, 1980
1546, MARILYN, LEON, 1997
1547, CYNTHIA, WARNER, 1990
1548, KAY, WILLIAM, 1967
1549, TAMMY, CARRILLO, 1963
155, TAMMY, WHITEHEAD, 1970
1550, BEVERLY, WALLACE, 1957
1551, RITA, WILLIAMSON, 1966
1552, VIVIAN, GUY, 1997
1553, MIGUEL, ALVAREZ, 1993
1554, JORGE, MCCLAIN, 1997
1555, IVAN, PICKETT, 2003
1556, TYRONE, CLEVELAND, 2013
1557, MARLENE, INGRAM, 1961
1558, VICKI, OBRIEN, 1991
1559, VIVIAN, FRENCH, 2013
156, MARVIN, CUMMINGS, 2009
1560, BERTHA, CROSS, 2001
1561, JACK, WOOD, 1968
1562, SUSAN, MOODY, 1975
1563, GERALDINE, BOWEN, 1965
1564, GAIL, ANTHONY, 1999
1565, BRANDON, MULLINS, 1960
1566, LYNN, BECKER, 2005
1567, PRISCILLA, TURNER, 1959
1568, VICTORIA, HORTON, 1969
1569, KEITH, SARGENT, 1972
157, LAWRENCE, WHITE, 1957
1570, JENNIE, BLACK, 2013
1571, MIRIAM, BLACKWELL, 1991
1572, TERRANCE, TYSON, 2000
1573, TRACY, STOUT, 1981
1574, JON, COPELAND, 2004
1575, ELLA, COOKE, 1972
1576, VIVIAN, BEARD, 1998
1577, GLENN, JOYCE, 1977
1578, THOMAS, HENDRICKS, 1971
1579, JAVIER, HAYS, 1971
158, SYLVIA, AYALA, 1985
1580, DANIEL, BOWMAN, 1960
1581, CASSANDRA, MAYO, 1995
1582, DARYL, PATRICK, 1968
1583, JEROME, ENGLISH, 1982
1584, AMY, CLEVELAND, 1993
1585, RAFAEL, RAMSEY, 1998
1586, ROBERTO, WHITNEY, 1975
1587, LORI, VELASQUEZ, 2007
1588, TAMARA, STRONG, 1997
1589, JESSE, MONROE, 1974
159, JOSEPHINE, MCKINNEY, 1991
1590, TERRENCE, MCGOWAN, 1994
1591, GERALDINE, MALDONADO, 1957
1592, DENISE, WALL, 2004
1593, SUZANNE, ZIMMERMAN, 1979
1594, ZACHARY, VAUGHAN, 1974
1595, MARGARET, CASTRO, 1996
1596, JESUS, MELENDEZ, 1978
1597, DEREK, FRAZIER, 1994
1598, RACHEL, CRAFT, 2003
1599, NATHAN, GUTHRIE, 2004
16, BYRON, ALVARADO, 1956
160, EARL, MATHEWS, 1999
1600, LAURIE, HANEY, 1992
1601, SHERRI, FIELDS, 1958
1602, BENJAMIN, BARBER, 1989
1603, MAXINE, CLEMONS, 1973
1604, LESLIE, FULTON, 2001
1605, HAROLD, SYKES, 1981
1606, JACKIE, CARNEY, 2001
1607, AMANDA, HOLCOMB, 1990
1608, VIRGIL, FLOWERS, 1952
1609, NICOLE, JENSEN, 1980
161, TRACY, ATKINS, 1964
1610, DEANNA, MAY, 1968
1611, MICHAEL, RUIZ, 1985
1612, CAROLINE, BALL, 1992
1613, NORA, GUERRA, 1999
1614, AMY, CAMERON, 1972
1615, BERTHA, TALLEY, 1967
1616, TARA, RUSSO, 1996
1617, AMANDA, BONNER, 1984
1618, PHYLLIS, OSBORN, 1960
1619, MISTY, JUSTICE, 1966
162, WILMA, POLLARD, 1962
1620, COURTNEY, CHARLES, 1951
1621, VIOLA, KEMP, 1999
1622, KRISTIN, KEY, 1999
1623, ERIN, MATTHEWS, 1952
1624, NORA, TATE, 1999
1625, ELAINE, GILLESPIE, 1991
1626, ALFREDO, STAFFORD, 1958
1627, FRANK, BECK, 1953
1628, ALAN, CHAMBERS, 1979
1629, HARVEY, HERRING, 2009
163, JUANITA, SHELTON, 1968
1630, NICHOLAS, JOHNSON, 1995
1631, MAURICE, COCHRAN, 1955
1632, JULIO, HARDY, 1974
1633, HOLLY, PORTER, 1993
1634, CATHY, ASHLEY, 1955
1635, BOBBIE, WILKINSON, 1982
1636, KIMBERLY, MEYERS, 1992
1637, ASHLEY, FAULKNER, 2007
1638, RAMON, ROMERO, 1987
1639, CASSANDRA, ATKINSON, 1986
164, JANICE, GAY, 1958
1640, BRYAN, BRAY, 1982
1641, LAURA, SULLIVAN, 2007
1642, ELSIE, ATKINS, 1954
1643, ANITA, DICKERSON, 1992
1644, MIGUEL, REYES, 1977
1645, JONATHAN, BARNES, 1996
1646, RODNEY, ALLISON, 1990
1647, ANDY, MICHAEL, 2001
1648, MABEL, HOLMES, 1970
1649, LYDIA, MANNING, 1957
165, ROY, BAIRD, 2012
1650, FREDERICK, JOYCE, 1999
1651, COREY, SHARP, 1977
1652, VELMA, VANCE, 2007
1653, CODY, SIMMONS, 1990
1654, GARY, ALLISON, 1975
1655, JOANN, DUNLAP, 1977
1656, NELLIE, MCCORMICK, 1995
1657, BOBBY, CERVANTES, 2004
1658, BEVERLY, BYERS, 1964
1659, DEBORAH, COOPER, 2008
166, DANIELLE, BENTLEY, 2005
1660, ASHLEY, VAUGHAN, 1970
1661, AMBER, CASTILLO, 2003
1662, BEATRICE, SCHULTZ, 1951
1663, BRUCE, ROJAS, 1956
1664, ERICA, HENDRIX, 2006
1665, LEE, GROSS, 1981
1666, PATRICIA, HAWKINS, 1953
1667, JERRY, RICE, 2002
1668, LEE, LANCASTER, 2007
1669, DARRYL, ERICKSON, 1998
167, CHRISTOPHER, BARKER, 1983
